,inning,top_bot,home_team,away_team,pitch_number,ab_pitch_number,pitcher_name,pitcher_id,p_throw,order,batter_pos,batter_name,batter_id,stand,velocity,pitch name,pitch_name,pitch_type,balls,strikes,out_count,post_out_count,result,events,description,type,des,left,top,plate_x,plate_z,runner_id,post_runner_id,on_1b,on_2b,on_3b,bat_team,fld_team,away_score,home_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,fld_2,fld_3,fld_4,fld_5,fld_6,fld_7,fld_8,fld_9,umpire,umpire_1b,umpire_2b,umpire_3b,game_date,start_time,stadium,attendance,game_time_length,game_type,game_id,hit_direction,hit_distance,hit_angle,Zone,detailed_zone,runs_scored,away_runs_scored,home_runs_scored,event_out,fld_league,bat_league,home_league,away_league,swing,contact,IFH,FB,GB,LD,IFFB,OFFB,Pull,Center,Opposite,Left,Right,SL,SF,FA,FT,CT,CH,CB,SI,SP,XX,pitch_group
117,4,Bot,DeNA,広島,62.0,2.0,森下 暢仁,1900052,右,7.0,右,度会 隆輝,1850873.0,左,148.0,ストレート,Four-Seam Fastball,FF,1,0,2,3,二フライ,fly_out,hit_into_play,X,148km/h ストレート,69.0,70.0,69.0,70.0,110,0,山本,佐野,,DeNA,広島,0,0,0,0,0,0,0,0,會澤 翼,シャイナー,菊池 涼介,小園 海斗,矢野 雅哉,上本 崇司,秋山 翔吾,野間 峻祥,木内,村山,有隅,原,2024-07-17,17:45:00,横浜,33247,2時間51分,セ・リーグ,2021020515,M,5.0,FO,In,2.0,0,0,0,1,セ・リーグ,セ・リーグ,セ・リーグ,セ・リーグ,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Fastball
118,5,Top,DeNA,広島,57.0,1.0,東 克樹,1700058,左,6.0,二,菊池 涼介,1100082.0,右,133.0,ツーシーム,Two-Seam Fastball,FT,0,0,0,1,ボール,,ball,B,130km/h カットボール,88.0,39.0,88.0,39.0,0,0,,,,広島,DeNA,0,0,0,0,0,0,0,0,山本 祐大,オースティン,牧 秀悟,宮﨑 敏郎,大和,佐野 恵太,梶原 昂希,度会 隆輝,木内,村山,有隅,原,2024-07-17,17:45:00,横浜,33247,2時間51分,セ・リーグ,2021020515,,,,Out,14.0,0,0,0,1,セ・リーグ,セ・リーグ,セ・リーグ,セ・リーグ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Fastball
119,5,Top,DeNA,広島,58.0,2.0,東 克樹,1700058,左,6.0,二,菊池 涼介,1100082.0,右,133.0,ツーシーム,Two-Seam Fastball,FT,1,0,0,1,見逃し,,called_strike,S,130km/h カットボール,95.0,104.0,95.0,104.0,0,0,,,,広島,DeNA,0,0,0,0,0,0,0,0,山本 祐大,オースティン,牧 秀悟,宮﨑 敏郎,大和,佐野 恵太,梶原 昂希,度会 隆輝,木内,村山,有隅,原,2024-07-17,17:45:00,横浜,33247,2時間51分,セ・リーグ,2021020515,,,,In,6.0,0,0,0,1,セ・リーグ,セ・リーグ,セ・リーグ,セ・リーグ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Fastball
120,5,Top,DeNA,広島,59.0,3.0,東 克樹,1700058,左,6.0,二,菊池 涼介,1100082.0,右,130.0,カットボール,Cutter,FC,1,1,0,1,右フライ,fly_out,hit_into_play,X,130km/h カットボール,44.0,146.0,44.0,146.0,0,0,,,,広島,DeNA,0,0,0,0,0,0,0,0,山本 祐大,オースティン,牧 秀悟,宮﨑 敏郎,大和,佐野 恵太,梶原 昂希,度会 隆輝,木内,村山,有隅,原,2024-07-17,17:45:00,横浜,33247,2時間51分,セ・リーグ,2021020515,R,10.0,FO,In,7.0,0,0,0,1,セ・リーグ,セ・リーグ,セ・リーグ,セ・リーグ,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Fastball
121,5,Top,DeNA,広島,60.0,1.0,東 克樹,1700058,左,7.0,一,シャイナー,2112678.0,右,132.0,カットボール,Cutter,FC,0,0,1,2,左安打,single,hit_into_play,X,132km/h カットボール、２塁上タッチアウト（シャイナー）,102.0,79.0,102.0,79.0,0,0,,,,広島,DeNA,0,0,0,0,0,0,0,0,山本 祐大,オースティン,牧 秀悟,宮﨑 敏郎,大和,佐野 恵太,梶原 昂希,度会 隆輝,木内,村山,有隅,原,2024-07-17,17:45:00,横浜,33247,2時間51分,セ・リーグ,2021020515,D,8.0,FH,In,3.0,0,0,0,1,セ・リーグ,セ・リーグ,セ・リーグ,セ・リーグ,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Fastball
122,5,Top,DeNA,広島,61.0,1.0,東 克樹,1700058,左,8.0,投,森下 暢仁,1900052.0,右,142.0,ストレート,Four-Seam Fastball,FF,0,0,2,3,ファウル,,foul,S,144km/h ストレート,29.0,107.0,29.0,107.0,0,0,,,,広島,DeNA,0,0,0,0,0,0,0,0,山本 祐大,オースティン,牧 秀悟,宮﨑 敏郎,大和,佐野 恵太,梶原 昂希,度会 隆輝,木内,村山,有隅,原,2024-07-17,17:45:00,横浜,33247,2時間51分,セ・リーグ,2021020515,,,,In,4.0,0,0,0,1,セ・リーグ,セ・リーグ,セ・リーグ,セ・リーグ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Fastball
123,5,Top,DeNA,広島,62.0,2.0,東 克樹,1700058,左,8.0,投,森下 暢仁,1900052.0,右,143.0,ストレート,Four-Seam Fastball,FF,0,1,2,3,見逃し,,called_strike,S,144km/h ストレート,48.0,124.0,48.0,124.0,0,0,,,,広島,DeNA,0,0,0,0,0,0,0,0,山本 祐大,オースティン,牧 秀悟,宮﨑 敏郎,大和,佐野 恵太,梶原 昂希,度会 隆輝,木内,村山,有隅,原,2024-07-17,17:45:00,横浜,33247,2時間51分,セ・リーグ,2021020515,,,,In,4.0,0,0,0,1,セ・リーグ,セ・リーグ,セ・リーグ,セ・リーグ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Fastball
124,5,Top,DeNA,広島,63.0,3.0,東 克樹,1700058,左,8.0,投,森下 暢仁,1900052.0,右,144.0,ストレート,Four-Seam Fastball,FF,0,2,2,3,空振り三振,strike_out,swing_strike,S,144km/h ストレート,16.0,109.0,16.0,109.0,0,0,,,,広島,DeNA,0,0,0,0,0,0,0,0,山本 祐大,オースティン,牧 秀悟,宮﨑 敏郎,大和,佐野 恵太,梶原 昂希,度会 隆輝,木内,村山,有隅,原,2024-07-17,17:45:00,横浜,33247,2時間51分,セ・リーグ,2021020515,,,,Out,11.0,0,0,0,1,セ・リーグ,セ・リーグ,セ・リーグ,セ・リーグ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Fastball
125,5,Bot,DeNA,広島,63.0,1.0,森下 暢仁,1900052,右,8.0,遊,大和,600003.0,右,135.0,カットボール,Cutter,FC,0,0,0,0,ボール,,ball,B,ストレート、ランナー1塁,13.0,62.0,13.0,62.0,0,100,,,,DeNA,広島,0,0,0,0,0,0,0,0,會澤 翼,シャイナー,菊池 涼介,小園 海斗,矢野 雅哉,上本 崇司,秋山 翔吾,野間 峻祥,木内,村山,有隅,原,2024-07-17,17:45:00,横浜,33247,2時間51分,セ・リーグ,2021020515,,,,Out,11.0,0,0,0,0,セ・リーグ,セ・リーグ,セ・リーグ,セ・リーグ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Fastball
126,5,Bot,DeNA,広島,64.0,2.0,森下 暢仁,1900052,右,8.0,遊,大和,600003.0,右,134.0,カットボール,Cutter,FC,1,0,0,0,見逃し,,called_strike,S,ストレート、ランナー1塁,104.0,144.0,104.0,144.0,0,100,,,,DeNA,広島,0,0,0,0,0,0,0,0,會澤 翼,シャイナー,菊池 涼介,小園 海斗,矢野 雅哉,上本 崇司,秋山 翔吾,野間 峻祥,木内,村山,有隅,原,2024-07-17,17:45:00,横浜,33247,2時間51分,セ・リーグ,2021020515,,,,In,9.0,0,0,0,0,セ・リーグ,セ・リーグ,セ・リーグ,セ・リーグ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Fastball
